KO_ID	KO_NAME	ALL_KO_NAMES
K22939	IER3IP1, YOS1	IER3IP1, YOS1|immediate early response 3-interacting protein 1|
K22940	YIPF1_2	YIPF1_2|protein YIPF1/2|
K22941	YIPF3, KLIP1	YIPF3, KLIP1|protein YIPF3|
K22942	YIPF4	YIPF4|protein YIPF4|
K22943	YIPF6	YIPF6|protein YIPF6|
K22944	cyaA	cyaA|bifunctional hemolysin/adenylate cyclase [EC:4.6.1.1]|
K22945	TPS2	TPS2|nezukol synthase [EC:4.2.3.183]|
K22946	CPS4	CPS4|ent-8alpha-hydroxylabd-13-en-15-yl diphosphate synthase [EC:4.2.1.173]|
K22947	KSL2	KSL2|ent-13-epi-manoyl oxide synthase [EC:4.2.3.186]|
K22948	E5.5.1.28	E5.5.1.28|(-)-kolavenyl diphosphate synthase [EC:5.5.1.28]|
K22949	RIBF	RIBF|FAD synthetase [EC:2.7.7.2]|
K22950	UGT71K3	UGT71K3|acylphloroglucinol glucosyltransferase [EC:2.4.1.358]|
K22951	gag	gag|HIV-1 gag polyprotein|
K22952	pvcA	pvcA|L-tyrosine isonitrile synthase [EC:4.1.99.24]|
K22953	ambI1	ambI1|L-tryptophan isonitrile synthase [EC:4.1.99.25]|
K22954	luxI	luxI|acyl homoserine lactone synthase [EC:2.3.1.184]|
K22955	traI, avsI	traI, avsI|acyl homoserine lactone synthase [EC:2.3.1.184]|
K22956	expI, esaI	expI, esaI|acyl homoserine lactone synthase [EC:2.3.1.184]|
K22957	cviI	cviI|acyl homoserine lactone synthase [EC:2.3.1.184]|
K22958	lpdC	lpdC|gallate decarboxylase subunit C [EC:4.1.1.59]|
K22959	lpdB	lpdB|gallate decarboxylase subunit B|
K22960	lpdD	lpdD|gallate decarboxylase subunit D|
K22961	GPR179	GPR179|G protein-coupled receptor 179|
K22962	NP7	NP7|nitrite dismutase [EC:1.7.6.1]|
K22963	lis	lis|linalool isomerase [EC:5.4.4.8]|
K22964	LCC	LCC|pre-alpha-onocerin synthase [EC:5.4.99.65]|
K22965	LCD	LCD|alpha-onocerin synthase [EC:5.4.99.66]|
K22966	HINT4	HINT4|sulfate adenylyltransferase (ADP) / adenylylsulfatase [EC:2.7.7.5 3.6.2.1]|
K22967	TPS3	TPS3|(-)-drimenol synthase [EC:4.2.3.194]|
K22968	sinI, avsI	sinI, avsI|acyl homoserine lactone synthase [EC:2.3.1.184]|
K22969	gdh	gdh|glucose 1-dehydrogenase [EC:1.1.1.47]|
K22970	DHRS11	DHRS11|17beta-estradiol 17-dehydrogenase / 3beta-hydroxysteroid 3-dehydrogenase [EC:1.1.1.62 1.1.1.270]|
K22971	K22971	K22971|hapalindole H/12-epi-hapalindole U/12-epi-fischerindole U synthase [EC:5.5.1.31 5.5.1.32 5.5.1.33]|
K22972	BPLF1	BPLF1|EBV large tegment protein deneddylase [EC:3.4.19.12]|
K22973	BARF1	BARF1|EBV secreted protein BARF1|
K22974	BNLF2A	BNLF2A|EBV protein BNLF2a|
K22975	BILF1	BILF1|EBV G-protein coupled receptor BILF1|
K22976	atxA	atxA|anthrax toxin expression trans-acting positive regulator|
K22977	acpA	acpA|capsule synthesis positive regulator AcpA|
K22978	STC3	STC3|(+)-eremophilene synthase [EC:4.2.3.164]|
K22979	geoA	geoA|(+)-eremophilene synthase [EC:4.2.3.164]|
K22980	acpB	acpB|capsule synthesis positive regulator AcpB|
K22981	capE	capE|gamma-polyglutamate biosynthesis protein CapE|
K22982	K22982	K22982|hydroxypyruvate reductase [EC:1.1.1.81]|
K22983	CYP76A	CYP76A|cytochrome P450 family 76 subfamily A|
K22984	OR	OR|odorant receptor|
K22985	GPR107	GPR107|G protein-coupled receptor 107|
K22986	GPR108	GPR108|G protein-coupled receptor 108|
K22987	GCR1, CRLA	GCR1, CRLA|cAMP receptor-like G-protein coupled receptor|
K22988	TPRA1, GPR175	TPRA1, GPR175|transmembrane protein adipocyte-associated 1|
K22989	GPR137	GPR137|integral membrane protein GPR137|
K22990	TOR1	TOR1|torsin-1|
K22991	WDR45, WIPI4, WIPI3	WDR45, WIPI4, WIPI3|WD repeat-containing protein 45|
K22992	CYP628	CYP628|cytochrome P450 family 628|
K22993	K22993	K22993|bifunctional Delta-12/omega-3 fatty acid desaturase [EC:1.14.19.6 1.14.19.-]|
K22994	pelX	pelX|pectate disaccharide-lyase [EC:4.2.2.9]|
K22995	CYP81Q	CYP81Q|(+)-piperitol/(+)-sesamin synthase [EC:1.14.19.74]|
K22996	ambO5, welO5	ambO5, welO5|hapalindole-type alkaloid chlorinase [EC:1.14.20.14]|
K22997	cotB3	cotB3|cyclooctat-9-en-7-ol 5-monooxygenase [EC:1.14.99.61]|
K22998	cotB4	cotB4|cyclooctatin synthase [EC:1.14.99.62]|
K22999	TOR2A	TOR2A|torsin-2A|
K23000	TOR3A, ADIR	TOR3A, ADIR|torsin-3A|
K23001	TOR1AIP	TOR1AIP|torsin-1A-interacting protein|
K23002	RPAP3	RPAP3|RNA polymerase II-associated protein 3|
K23003	lgaA	lgaA|L-galactose dehydrogenase [EC:1.1.1.-]|
K23004	lgaB	lgaB|L-galactono-1,5-lactonase [EC:3.1.1.-]|
K23005	lgaC	lgaC|L-galactonate 5-dehydrogenase [EC:1.1.1.414]|
K23006	FAD3	FAD3|omega-3 fatty acid desaturase (Delta-15 desaturase) [EC:1.14.19.-]|
K23007	lgoD	lgoD|L-galactonate 5-dehydrogenase [EC:1.1.1.414]|
K23008	USPL1	USPL1|SUMO-specific isopeptidase USPL1 [EC:3.4.22.-]|
K23009	CPO	CPO|carboxypeptidase O [EC:3.4.17.-]|
K23010	OMA1	OMA1|metalloendopeptidase OMA1, mitochondrial [EC:3.4.24.-]|
K23011	PRSS57, NSP4	PRSS57, NSP4|serine protease 57 [EC:3.4.21.-]|
K23012	TYSND1	TYSND1|peroxisomal leader peptide-processing protease [EC:3.4.21.-]|
K23013	DPP6	DPP6|dipeptidyl aminopeptidase-like protein 6|
K23014	DPP10	DPP10|inactive dipeptidyl peptidase 10|
K23015	lgoR	lgoR|GntR family transcriptional regulator, transcriptional activator for L-galactonate catabolism|
K23016	lgoT	lgoT|MFS transporter, ACS family, L-galactonate transporter|
K23017	gag	gag|HTLV-1 gag polyprotein|
K23018	rex	rex|HTLV-1 rex polyprotein|
K23019	mabB	mabB|5-aminosalicylate 1,2-dioxygenase [EC:1.13.11.86]|
K23020	camE36	camE36|3,6-diketocamphane 1,6-monooxygenase [EC:1.14.14.155]|
K23021	TPS6	TPS6|(2S,3R,6S,9S)-(-)-protoillud-7-ene synthase [EC:4.2.3.160]|
K23022	TPS2	TPS2|(3S)-(+)-asterisca-2(9),6-diene synthase [EC:4.2.3.161]|
K23023	K23023	K23023|(+)-corvol ether B/A synthase [EC:4.2.3.163 4.2.3.171]|
K23024	E4.2.3.166	E4.2.3.166|(+)-(1E,4E,6S,7R)-germacra-1(10),4-dien-6-ol synthase [EC:4.2.3.166]|
K23025	AVP	AVP|H+-translocating diphosphatase [EC:7.1.3.1]|
K23026	LIMA1, EPLIN	LIMA1, EPLIN|LIM domain and actin-binding protein 1|
K23027	MYOC	MYOC|myocilin|
K23028	SPECC1	SPECC1|cytospin|
K23029	EFHC1	EFHC1|EF-hand domain-containing protein 1|
K23030	E4.2.3.170	E4.2.3.170|4-epi-cubebol synthase [EC:4.2.3.170]|
K23031	E4.2.3.175	E4.2.3.175|10-epi-cubebol synthase [EC:4.2.3.175]|
K23032	E4.2.3.176	E4.2.3.176|sesterfisherol synthase [EC:4.2.3.176]|
K23033	TENT5A_B, FAM46A_B	TENT5A_B, FAM46A_B|terminal nucleotidyltransferase 5A/B [EC:2.7.7.-]|
K23034	TENT5C, FAM46C	TENT5C, FAM46C|terminal nucleotidyltransferase 5C [EC:2.7.7.19]|
K23035	TENT5D, FAM46D	TENT5D, FAM46D|terminal nucleotidyltransferase 5D [EC:2.7.7.19]|
K23036	desC2	desC2|sn-2 palmitoyl-lipid 9-desaturase [EC:1.14.19.27]|
K23037	CRTS, ASY	CRTS, ASY|beta-carotene 4-ketolase/3-hydroxylase [EC:1.14.99.63 1.14.15.24 1.14.99.-]|
K23038	ZC3H14	ZC3H14|zinc finger CCCH domain-containing protein 14|
K23039	NAB2	NAB2|nuclear polyadenylated RNA-binding protein NAB2|
K23040	METTL22	METTL22|methyltransferase-like protein 22 [EC:2.1.1.-]|
K23041	DEAF1	DEAF1|deformed epidermal autoregulatory factor 1|
K23042	CPS1	CPS1|peregrinol diphosphate synthase [EC:4.2.1.174]|
K23043	E4.2.3.157	E4.2.3.157|(+)-isoafricanol synthase [EC:4.2.3.157]|
K23044	sds	sds|selina-4(15),7(11)-diene synthase [EC:4.2.3.181]|
K23045	E4.2.3.182	E4.2.3.182|pristinol synthase [EC:4.2.3.182]|
K23046	hcs	hcs|(2Z,6E)-hedycaryol synthase [EC:4.2.3.187]|
K23047	UNKL	UNKL|E3 ubiquitin-protein ligase UNKL [EC:2.3.2.27]|
K23048	UNK	UNK|RING finger protein unkempt|
K23049	HECA, HDC	HECA, HDC|headcase protein|
K23050	PCBER1	PCBER1|phenylcoumaran benzylic ether reductase [EC:1.3.1.-]|
K23051	ndhT	ndhT|NAD(P)H-quinone oxidoreductase subunit T, chloroplastic [EC:1.6.5.-]|
K23052	ndhU	ndhU|NAD(P)H-quinone oxidoreductase subunit U, chloroplastic [EC:1.6.5.-]|
K23053	SOMT-2	SOMT-2|flavonoid 4'-O-methyltransferase [EC:2.1.1.231]|
K23054	desC	desC|sn-1 stearoyl-lipid 9-desaturase [EC:1.14.19.28]|
K23055	K23055	K23055|putative lysine/arginine/ornithine/histidine/octopine transport system substrate-binding protein|
K23056	K23056	K23056|putative lysine/arginine/ornithine/histidine/octopine transport system permease protein|
K23057	K23057	K23057|putative lysine/arginine/ornithine/histidine/octopine transport system permease protein|
K23058	K23058	K23058|putative lysine/arginine/ornithine/histidine/octopine transport system ATP-binding protein [EC:7.4.2.1]|
K23059	artP, artI	artP, artI|arginine/lysine/histidine transporter system substrate-binding protein|
K23060	artR, artM	artR, artM|arginine/lysine/histidine transport system ATP-binding protein [EC:7.4.2.1]|
K23061	lhpP	lhpP|hydroxyproline transporter system substrate-binding protein|
K23062	lhpM	lhpM|hydroxyproline transport system permease protein|
K23063	lhpN	lhpN|hydroxyproline transport system permease protein|
K23064	lhpO	lhpO|hydroxyproline transport system ATP-binding protein [EC:7.4.2.1]|
K23065	SWNN	SWNN|swainsonine biosynthesis oxidoreductase SwnN [EC:1.3.1.-]|
K23066	SWNH1_2	SWNH1_2|swainsonine biosynthesis dioxygenase SwnH1/2 [EC:1.14.11.-]|
K23067	waaX	waaX|beta-1,4-galactosyltransferase|
K23068	p30II	p30II|HTLV-1 accessory protein p30II|
K23069	p12I	p12I|HTLV-1 accessory protein p12I|
K23070	p13	p13|HTLV-1 accessory protein p13|
K23071	HBZ	HBZ|HTLV-1 basic zipper factor|
K23074	LMP2B	LMP2B|EBV latent membrane protein 2B|
K23075	garA	garA|glutathione amide-dependent peroxidase [EC:1.11.1.17]|
K23076	garB	garB|glutathione amide reductase [EC:1.8.1.16]|
K23077	dsrC	dsrC|dissimilatory sulfite reductase related protein|
K23078	mqnK, menK	mqnK, menK|menaquinone C8-methyltransferase [EC:2.1.1.350]|
K23079	E2.4.1.359	E2.4.1.359|glucosylglycerol phosphorylase (configuration-retaining) [EC:2.4.1.359]|
K23080	CASTOR1	CASTOR1|cytosolic arginine sensor for mTORC1 subunit 1|
K23081	CASTOR2	CASTOR2|cytosolic arginine sensor for mTORC1 subunit 2|
K23082	kdoH1	kdoH1|3-deoxy-D-manno-octulosonic acid-hydrolase [EC:3.2.1.144]|
K23083	kdoH2	kdoH2|3-deoxy-D-manno-octulosonic acid-hydrolase|
K23086	ggH	ggH|glucosylglycerate hydrolase [EC:3.2.1.208]|
K23087	TFPI2	TFPI2|tissue factor pathway inhibitor 2|
K23088	STRA6	STRA6|vitamin A receptor/transporter (stra6) family protein|
K23089	WISP2	WISP2|WNT1-inducible-signaling pathway protein 2|
K23090	WISP3	WISP3|WNT1-inducible-signaling pathway protein 3|
K23091	KREMEN	KREMEN|kremen protein|
K23092	MAB21L1	MAB21L1|putative nucleotidyltransferase [EC:2.7.7.-]|
K23093	USB1	USB1|U6 snRNA phosphodiesterase [EC:3.1.4.-]|
K23094	ABC4, menA	ABC4, menA|2-carboxy-1,4-naphthoquinone phytyltransferase [EC:2.5.1.130]|
K23095	MENG, menG	MENG, menG|demethylphylloquinol methyltransferase [EC:2.1.1.329]|
K23096	RGMA	RGMA|repulsive guidance molecule A|
K23097	RSPO2	RSPO2|R-spondin 2|
K23098	RSPO3	RSPO3|R-spondin 3|
K23099	RSPO4	RSPO4|R-spondin 4|
K23100	HJV, RGMC	HJV, RGMC|hemojuvelin|
K23104	wbdH	wbdH|galactosyltransferase WbdH|
K23105	wbdL	wbdL|colitosyltransferase WbdL [EC:2.4.1.-]|
K23106	HAMP	HAMP|hepcidin|
K23107	yajO	yajO|1-deoxyxylulose-5-phosphate synthase [EC:1.1.-.-]|
K23108	BZO1	BZO1|benzoate---CoA ligase [EC:6.2.1.25]|
K23109	fldH	fldH|aromatic 2-oxoacid reductase [EC:1.1.1.110]|
K23110	fldB	fldB|(R)-3-(aryl)lactoyl-CoA dehydratase alpha subunit [EC:4.2.1.175]|
K23111	fldC	fldC|(R)-3-(aryl)lactoyl-CoA dehydratase beta subunit [EC:4.2.1.175]|
K23112	BRAT1	BRAT1|BRCA1-associated ATM activator 1|
K23113	SMCHD1	SMCHD1|structural maintenance of chromosomes flexible hinge domain-containing protein 1|
K23114	ARMT1	ARMT1|protein-glutamate O-methyltransferase [EC:2.1.1.-]|
K23115	TTI2	TTI2|TELO2-interacting protein 2|
K23116	HEPACAM	HEPACAM|hepatocyte cell adhesion molecule|
K23117	lcp	lcp|endo-cleaving rubber dioxygenase [EC:1.13.11.87]|
K23118	roxB	roxB|endo-cleaving rubber dioxygenase [EC:1.13.11.87]|
K23119	ADS2	ADS2|very-long-chain acyl-lipid omega-9 desaturase [EC:1.14.19.75]|
K23120	cntL	cntL|histidine 2-aminobutanoyltransferase [EC:2.5.1.152 2.5.1.-]|
K23121	pflD	pflD|trans-4-hydroxy-L-proline dehydratase [EC:4.2.1.172]|
K23122	cntM	cntM|staphylopine/pseudopaline/yersinopine synthase [EC:1.5.1.52 1.5.1.-]|
K23123	pxpB	pxpB|5-oxoprolinase (ATP-hydrolysing) subunit B [EC:3.5.2.9]|
K23124	pxpC	pxpC|5-oxoprolinase (ATP-hydrolysing) subunit C [EC:3.5.2.9]|
K23125	DEFB1	DEFB1|beta-defensin 1|
K23126	DEFB103	DEFB103|beta-defensin 103|
K23127	fimW	fimW|cyclic-di-GMP-binding protein|
K23128	S	S|HBV large envelope protein|
K23129	C	C|HBV capsid protein|
K23133	comC	comC|competence-stimulating peptide|
K23134	CYP71Z16_18	CYP71Z16_18|dolabradiene monooxygenase / zealexin A1 synthase [EC:1.14.14.159 1.14.14.160]|
K23135	CYP93G2	CYP93G2|flavanone 2-hydroxylase [EC:1.14.14.162]|
K23136	CYP82C4	CYP82C4|fraxetin 5-hydroxylase [EC:1.14.14.164]|
K23137	CYP82C2	CYP82C2|indole-3-carbonyl nitrile 4-hydroxylase [EC:1.14.14.165]|
K23138	CYP109	CYP109|cytochrome P450 family 109 [EC:1.14.-.-]|
K23139	CYP110	CYP110|cytochrome P450 family 110 [EC:1.14.-.-]|
K23140	KISS1	KISS1|metastasis-suppressor KiSS-1|
K23141	NPW	NPW|neuropeptide W|
K23142	UCN	UCN|urcortin|
K23143	PTH2, TIP39	PTH2, TIP39|tuberoinfundibular peptide of 39 residues|
K23144	K23144	K23144|UDP-N-acetylglucosamine diphosphorylase / glucose-1-phosphate thymidylyltransferase / UDP-N-acetylgalactosamine diphosphorylase / glucosamine-1-phosphate N-acetyltransferase / galactosamine-1-phosphate N-acetyltransferase [EC:2.7.7.23 2.7.7.24 2.7.7.83 2.3.1.157 2.3.1.276]|
K23145	S8H	S8H|scopoletin 8-hydroxylase [EC:1.14.11.60]|
K23146	HPD1	HPD1|3-hydroxyisobutyrate/3-hydroxypropionate dehydrogenase [EC:1.1.1.31 1.1.1.59]|
K23147	E2.7.1.223	E2.7.1.223|aminoimidazole riboside kinase [EC:2.7.1.223]|
K23148	E2.7.1.224	E2.7.1.224|cytidine diphosphoramidate kinase [EC:2.7.1.224]|
K23149	E3.1.1.104	E3.1.1.104|5-phospho-D-xylono-1,4-lactonase [EC:3.1.1.104]|
K23150	E3.5.1.129	E3.5.1.129|N5-(cytidine 5'-diphosphoramidyl)-L-glutamine hydrolase [EC:3.5.1.129]|
K23151	METTL23	METTL23|methyltransferase-like protein 23 [EC:2.1.1.-]|
K23152	LOS	LOS|lycopaoctaene synthase [EC:2.5.1.148]|
K23153	ncmP	ncmP|nocamycin O-methyltransferase [EC:2.1.1.351]|
K23154	CGT	CGT|2-hydroxyflavanone C-glucosyltransferase [EC:2.4.1.360]|
K23155	crtEb	crtEb|lycopene elongase/hydratase (flavuxanthin-forming) [EC:2.5.1.149]|
K23156	papA3	papA3|mycolipenoyl-CoA---2-(long-chain-fatty acyl)-trehalose mycolipenoyltransferase / long-chain-acyl-CoA---trehalose acyltransferase [EC:2.3.1.278 2.3.1.279]|
K23157	OMT2	OMT2|3-O-acetyl-4'-O-demethylpapaveroxine 4'-O-methyltransferase subunit OMT2 [EC:2.1.1.352]|
K23158	OMT3	OMT3|3-O-acetyl-4'-O-demethylpapaveroxine 4'-O-methyltransferase subunit OMT3|
K23159	lpxF	lpxF|lipid A 4'-phosphatase [EC:3.1.3.-]|
K23160	wabB, rfbU	wabB, rfbU|GlcNAc transferase|
K23161	MAGAININ	MAGAININ|magainin|
K23162	MELT	MELT|melittin|
K23163	sbp	sbp|sulfate/thiosulfate transport system substrate-binding protein|
K23164	RTN4IP1	RTN4IP1|reticulon-4-interacting protein 1, mitochondrial|
K23165	UQCC3	UQCC3|ubiquinol-cytochrome-c reductase complex assembly factor 3|
K23166	OPA3	OPA3|optic atrophy 3 protein|
K23167	VAT1	VAT1|synaptic vesicle membrane protein VAT-1|
K23168	MPAN	MPAN|protein MPAN|
K23169	murD2	murD2|UDP-N-acetylmuramoyl-L-alanine---L-glutamate ligase [EC:6.3.2.53]|
K23170	murL	murL|UDP-N-acetyl-alpha-D-muramoyl-L-alanyl-L-glutamate epimerase [EC:5.1.1.23]|
K23171	KSL4	KSL4|dolabradiene synthase [EC:4.2.3.196]|
K23172	TPS2, SES	TPS2, SES|alpha-selinene synthase [EC:4.2.3.198]|
K23173	STPS	STPS|(-)-5-epieremophilene synthase [EC:4.2.3.199]|
K23174	PCS	PCS|beta-pinacene synthase [EC:4.2.3.200]|
K23175	RNU2	RNU2|ribonuclease U2 [EC:4.6.1.20]|
K23176	mtxT	mtxT|methylthioxylose transferase|
K23177	CYP71BL6	CYP71BL6|germacrene A acid 8beta-hydroxylase / 8-epi-inunolide synthase [EC:1.14.14.168 1.14.14.170]|
K23178	CYP71DD6	CYP71DD6|eupatolide synthase [EC:1.14.14.169]|
K23179	CYP93B2_16	CYP93B2_16|flavone synthase II [EC:1.14.19.76]|
K23180	CYP93G1	CYP93G1|flavone synthase II [EC:1.14.19.76]|
K23181	fecB	fecB|ferric citrate transport system substrate-binding protein|
K23182	fecD	fecD|ferric citrate transport system permease protein|
K23183	fecC	fecC|ferric citrate transport system permease protein|
K23184	fecE	fecE|ferric citrate transport system ATP-binding protein [EC:7.2.2.18]|
K23185	fepB	fepB|ferric enterobactin transport system substrate-binding protein|
K23186	fepD	fepD|ferric enterobactin transport system permease protein|
K23187	fepG	fepG|ferric enterobactin transport system permease protein|
K23188	fepC	fepC|ferric enterobactin transport system ATP-binding protein [EC:7.2.2.17]|
K23192	MYT1	MYT1|myelin transcription factor 1|
K23193	MYT1L	MYT1L|myelin transcription factor 1-like protein|
K23194	GATAD2	GATAD2|transcriptional repressor p66|
K23195	CTCF, CTCFL	CTCF, CTCFL|transcriptional repressor CTCF|
K23196	ZBTB18_42	ZBTB18_42|zinc finger and BTB domain-containing protein 18/42|
K23197	wbbA	wbbA|N-acetylviosaminyltransferase WbbA|
K23198	wbbB	wbbB|rhamnosyltransferase WbbB|
K23199	wbbC	wbbC|mannosyltransferase WbbC|
K23200	ARAD	ARAD|putative arabinosyltransferase [EC:2.4.2.-]|
K23203	THAP1_3	THAP1_3|THAP domain-containing protein 1/3|
K23204	THAP2	THAP2|THAP domain-containing protein 2|
K23205	THAP4	THAP4|THAP domain-containing protein 4|
K23206	THAP5_8	THAP5_8|THAP domain-containing protein 5/8|
K23207	THAP6	THAP6|THAP domain-containing protein 6|
K23208	THAP7	THAP7|THAP domain-containing protein 7|
K23209	THAP9	THAP9|DNA transposase THAP9 [EC:2.7.7.-]|
K23210	THAP10	THAP10|THAP domain-containing protein 10|
K23211	THAP11	THAP11|THAP domain-containing protein 11|
K23212	UL46	UL46|HSV tegument protein VP11/12|
K23213	SIN3B	SIN3B|paired amphipathic helix protein Sin3b|
K23214	AUTS2	AUTS2|autism susceptibility gene 2 protein|
K23215	BCOR	BCOR|bcl-6 corepressor|
K23216	SETD5	SETD5|SET domain-containing protein 5|
K23217	SETBP1	SETBP1|SET-binding protein|
K23218	ZMYND11, BS69	ZMYND11, BS69|zinc finger MYND domain-containing protein 11|
K23219	MBD5	MBD5|methyl-CpG-binding domain protein 5|
K23220	LRIF1	LRIF1|ligand-dependent nuclear receptor-interacting factor 1|
K23221	NAIF1	NAIF1|nuclear apoptosis-inducing factor 1|
K23222	HARBI1	HARBI1|nuclease HARBI1 [EC:3.1.-.-]|
K23223	PMFBP1	PMFBP1|polyamine-modulated factor 1-binding protein 1|
K23224	SPATA6	SPATA6|spermatogenesis-associated protein 6|
K23225	SATB1	SATB1|DNA-binding protein SATB1|
K23226	SATB2	SATB2|DNA-binding protein SATB2|
K23227	fhuD	fhuD|ferric hydroxamate transport system substrate-binding protein|
K23228	fhuB	fhuB|ferric hydroxamate transport system permease protein|
K23229	wbgP	wbgP|glycosyltransferase WbgP|
K23230	wbgO	wbgO|beta-1,3-galactosyltransferase|
K23231	E1.1.1.201	E1.1.1.201|7beta-hydroxysteroid dehydrogenase (NADP+) [EC:1.1.1.201]|
K23232	10HGO	10HGO|8-hydroxygeraniol dehydrogenase [EC:1.1.1.324]|
K23233	ODH1	ODH1|D-octopine dehydrogenase [EC:1.5.1.11]|
K23234	ALDH8A1	ALDH8A1|aminomuconate-semialdehyde dehydrogenase [EC:1.2.1.32]|
K23235	TADH	TADH|tauropine dehydrogenase [EC:1.5.1.23]|
K23236	safA	safA|two-component-system connector protein SafA|
K23237	melR	melR|AraC family transcriptional regulator, melibiose operon regulatory protein|
K23238	rpiR, alsR	rpiR, alsR|RpiR family transcriptional regulator, repressor of rpiB and als operon|
K23239	frmR	frmR|FrmR/RcnR family transcriptional regulator, repressor of frmRAB operon|
K23240	rcnR	rcnR|FrmR/RcnR family transcriptional regulator, repressor of rcnA expression|
K23241	mdtM	mdtM|MFS transporter, DHA1 family, multidrug resistance protein|
K23242	mntP	mntP|manganese efflux pump family protein|
K23243	rcnB	rcnB|nickel/cobalt homeostasis protein|
K23244	apsD	apsD|D-apiose dehydrogenase [EC:1.1.1.420]|
K23245	apnO	apnO|D-apionate oxidoisomerase [EC:1.1.1.421]|
K23246	apnL	apnL|D-apionate lactonase [EC:3.1.1.-]|
K23247	oiaK	oiaK|3-oxo-isoapionate kinase [EC:2.7.1.-]|
K23248	oiaC	oiaC|3-oxo-isoapionate decarboxylase [EC:4.1.1.-]|
K23252	aglS	aglS|dolichol phosphate-mannose mannosyltransferase [EC:2.4.1.-]|
K23253	putR	putR|PucR family transcriptional regulator, proline-responsive transcriptional activator|
K23254	silP	silP|P-type Ag+ transporter [EC:7.2.2.15]|
K23255	pilA	pilA|archaeal type IV pilus assembly protein PilA|
K23256	curA	curA|NADPH-dependent curcumin reductase [EC:1.3.1.-]|
K23257	yvgN	yvgN|methylglyoxal/glyoxal reductase [EC:1.1.1.283 1.1.1.-]|
K23258	mutT1	mutT1|8-oxo-(d)GTP phosphatase [EC:3.6.1.69]|
K23259	adh	adh|isopropanol dehydrogenase (NADP+) [EC:1.1.1.80]|
K23260	TOGT1	TOGT1|scopoletin glucosyltransferase [EC:2.4.1.128]|
K23261	5GT	5GT|cyanidin 3-O-rutinoside 5-O-glucosyltransferase [EC:2.4.1.116]|
K23262	gvpA	gvpA|gas vesicle structural protein|
K23263	gvpC	gvpC|gas vesicle minor protein|
K23264	purS	purS|phosphoribosylformylglycinamidine synthase subunit PurS [EC:6.3.5.3]|
K23265	purQ	purQ|phosphoribosylformylglycinamidine synthase subunit PurQ / glutaminase [EC:6.3.5.3 3.5.1.2]|
K23266	RARRES3	RARRES3|retinoic acid receptor responder protein 3|
K23267	APCS, SAP	APCS, SAP|serum amyloid P component|
K23268	VSIR, VISTA	VSIR, VISTA|V-type immunoglobulin domain-containing suppressor of T-cell activation|
K23269	purL	purL|phosphoribosylformylglycinamidine synthase subunit PurL [EC:6.3.5.3]|
K23270	purSL	purSL|phosphoribosylformylglycinamidine synthase subunit PurSL [EC:6.3.5.3]|
K23271	eltD	eltD|erythritol/L-threitol dehydrogenase [EC:1.1.1.-]|
K23272	P2OX	P2OX|pyranose oxidase [EC:1.1.3.10]|
K23273	fdhL	fdhL|fructose 5-dehydrogenase large subunit [EC:1.1.99.11]|
K23274	fdhS	fdhS|fructose 5-dehydrogenase small subunit [EC:1.1.99.11]|
K23275	fdhC	fdhC|fructose 5-dehydrogenase cytochrome subunit|
K23276	CYP72A224	CYP72A224|7-deoxyloganate 7-hydroxylase [EC:1.14.14.85]|
K23277	HCBT	HCBT|anthranilate N-benzoyltransferase [EC:2.3.1.144]|
K23278	HRASLS5	HRASLS5|phosphatidylethanolamine N-acyltransferase [EC:2.3.1.-]|
K23279	UGT84A13	UGT84A13|gallate 1-beta-glucosyltransferase [EC:2.4.1.136]|
K23280	RRT	RRT|rhamnogalacturonan I rhamnosyltransferase [EC:2.4.1.351]|
K23281	VPS33B	VPS33B|vacuolar protein sorting-associated protein 33B|
K23282	PLEKHM1	PLEKHM1|pleckstrin homology domain-containing family M member 1|
K23283	RUSC1, NESCA	RUSC1, NESCA|RUN and SH3 domain-containing protein 1|
K23284	C1QL	C1QL|C1q-related factor|
K23285	GULP1, CED6	GULP1, CED6|PTB domain-containing engulfment adapter protein 1|
K23286	NEBL1_2	NEBL1_2|neurobeachin-like protein 1/2|
K23287	VIPAS39, VPS16B	VIPAS39, VPS16B|VPS33B-interacting protein in polarity and apical restriction|
K23288	VPS50	VPS50|syndetin|
K23289	EIPR1, TSSC1	EIPR1, TSSC1|EARP and GARP complex-interacting protein 1|
K23290	PACS1	PACS1|phosphofurin acidic cluster sorting protein 1|
K23291	RUSC2	RUSC2|iporin|
K23292	LNPK	LNPK|endoplasmic reticulum junction formation protein lunapark|
K23293	RMDN3, PTPIP51	RMDN3, PTPIP51|regulator of microtubule dynamics protein 3|
K23294	PACS2	PACS2|phosphofurin acidic cluster sorting protein 2|
K23295	KPTN	KPTN|KICSTOR complex protein kaptin|
K23296	ITFG2	ITFG2|KICSTOR complex protein ITFG2|
K23297	C12ORF66	C12ORF66|KICSTOR complex protein C12orf66|
K23298	SZT2	SZT2|KICSTOR complex protein SZT2|
